"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"41","宜蘭縣","宜蘭市","梅洲里","第1天",7,7,0
"42","宜蘭縣","宜蘭市","梅洲里","第2天",8,15,0
"43","宜蘭縣","宜蘭市","梅洲里","第3天",11,26,1
"44","宜蘭縣","宜蘭市","梅洲里","第4天",8,34,2
"45","宜蘭縣","宜蘭市","梅洲里","第5天",3,37,0
"46","宜蘭縣","員山鄉","湖北村","第1天",0,0,0
"47","宜蘭縣","員山鄉","湖北村","第2天",3,3,0
"48","宜蘭縣","員山鄉","湖北村","第3天",6,9,0
"49","宜蘭縣","員山鄉","湖北村","第4天",3,12,0
"50","宜蘭縣","員山鄉","湖北村","第5天",4,16,0
"51","宜蘭縣","員山鄉","蓁巷村","第1天",8,8,0
"52","宜蘭縣","員山鄉","蓁巷村","第2天",5,13,0
"53","宜蘭縣","員山鄉","蓁巷村","第3天",3,16,0
"54","宜蘭縣","員山鄉","蓁巷村","第4天",5,21,0
"55","宜蘭縣","員山鄉","蓁巷村","第5天",1,22,7
"56","宜蘭縣","員山鄉","頭分村","第1天",6,6,0
"57","宜蘭縣","員山鄉","頭分村","第2天",3,9,0
"58","宜蘭縣","員山鄉","頭分村","第3天",1,10,0
"59","宜蘭縣","員山鄉","頭分村","第4天",0,10,0
"60","宜蘭縣","員山鄉","頭分村","第5天",0,10,0
"61","宜蘭縣","羅東鎮","南豪里","第1天",1,1,0
"62","宜蘭縣","羅東鎮","南豪里","第2天",0,1,0
"63","宜蘭縣","羅東鎮","南豪里","第3天",0,1,0
"64","宜蘭縣","羅東鎮","南豪里","第4天",0,1,0
"65","宜蘭縣","羅東鎮","南豪里","第5天",0,1,0
"66","宜蘭縣","羅東鎮","羅莊里","第1天",1,1,0
"67","宜蘭縣","羅東鎮","羅莊里","第2天",0,1,0
"68","宜蘭縣","羅東鎮","羅莊里","第3天",2,3,0
"69","宜蘭縣","羅東鎮","羅莊里","第4天",2,5,0
"70","宜蘭縣","羅東鎮","羅莊里","第5天",2,7,0
"71","宜蘭縣","蘇澳鎮","永榮里","第1天",1,1,0
"72","宜蘭縣","蘇澳鎮","永榮里","第2天",4,5,0
"73","宜蘭縣","蘇澳鎮","永榮里","第3天",1,6,0
"74","宜蘭縣","蘇澳鎮","永榮里","第4天",11,17,0
"75","宜蘭縣","蘇澳鎮","永榮里","第5天",3,20,0
"76","宜蘭縣","蘇澳鎮","南安里","第1天",7,7,2
"77","宜蘭縣","蘇澳鎮","南安里","第2天",4,11,1
"78","宜蘭縣","蘇澳鎮","南安里","第3天",2,13,0
"79","宜蘭縣","蘇澳鎮","南安里","第4天",4,17,1
"80","宜蘭縣","蘇澳鎮","南安里","第5天",6,23,1
"81","宜蘭縣","蘇澳鎮","南寧里","第1天",3,3,0
"82","宜蘭縣","蘇澳鎮","南寧里","第2天",3,6,0
"83","宜蘭縣","蘇澳鎮","南寧里","第3天",2,8,0
"84","宜蘭縣","蘇澳鎮","南寧里","第4天",1,9,0
"85","宜蘭縣","蘇澳鎮","南寧里","第5天",0,9,0
"86","宜蘭縣","蘇澳鎮","港邊里","第1天",5,5,0
"87","宜蘭縣","蘇澳鎮","港邊里","第2天",2,7,0
"88","宜蘭縣","蘇澳鎮","港邊里","第3天",2,9,0
"89","宜蘭縣","蘇澳鎮","港邊里","第4天",1,10,0
"90","宜蘭縣","蘇澳鎮","港邊里","第5天",9,19,0
"91","宜蘭縣","蘇澳鎮","聖愛里","第1天",0,0,0
"92","宜蘭縣","蘇澳鎮","聖愛里","第2天",0,0,0
"93","宜蘭縣","蘇澳鎮","聖愛里","第3天",0,0,0
"94","宜蘭縣","蘇澳鎮","聖愛里","第4天",0,0,0
"95","宜蘭縣","蘇澳鎮","聖愛里","第5天",2,2,0
