"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"111","嘉義縣","新港鄉","中洋村","第1天",2,2,0
"112","嘉義縣","新港鄉","中洋村","第2天",2,4,0
"113","嘉義縣","新港鄉","中洋村","第3天",5,9,0
"114","嘉義縣","新港鄉","中洋村","第4天",10,19,0
"115","嘉義縣","新港鄉","中洋村","第5天",8,27,6
"116","嘉義縣","新港鄉","宮前村","第1天",3,3,0
"117","嘉義縣","新港鄉","宮前村","第2天",3,6,0
"118","嘉義縣","新港鄉","宮前村","第3天",4,10,0
"119","嘉義縣","新港鄉","宮前村","第4天",8,18,0
"120","嘉義縣","新港鄉","宮前村","第5天",8,26,1
"121","嘉義縣","新港鄉","潭大村","第1天",6,6,0
"122","嘉義縣","新港鄉","潭大村","第2天",6,12,4
"123","嘉義縣","新港鄉","潭大村","第3天",4,16,5
"124","嘉義縣","新港鄉","潭大村","第4天",4,20,6
"125","嘉義縣","新港鄉","潭大村","第5天",2,22,2
