"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"65","花蓮縣","瑞穗鄉","瑞美村","第5天",7,32,5
"66","花蓮縣","鳳林鎮","大榮里","第1天",14,14,3
"67","花蓮縣","鳳林鎮","大榮里","第2天",11,25,5
"68","花蓮縣","鳳林鎮","大榮里","第3天",9,34,5
"69","花蓮縣","鳳林鎮","大榮里","第4天",8,42,8
"70","花蓮縣","鳳林鎮","大榮里","第5天",5,47,10
"71","花蓮縣","鳳林鎮","長橋里","第1天",2,2,0
"72","花蓮縣","鳳林鎮","長橋里","第2天",6,8,1
"73","花蓮縣","鳳林鎮","長橋里","第3天",5,13,3
"74","花蓮縣","鳳林鎮","長橋里","第4天",13,26,4
"75","花蓮縣","鳳林鎮","長橋里","第5天",5,31,6
"76","花蓮縣","鳳林鎮","森榮里","第1天",10,10,1
"77","花蓮縣","鳳林鎮","森榮里","第2天",1,11,8
"78","花蓮縣","鳳林鎮","森榮里","第3天",3,14,8
"79","花蓮縣","鳳林鎮","森榮里","第4天",0,14,12
"80","花蓮縣","鳳林鎮","森榮里","第5天",1,15,7
"81","花蓮縣","豐濱鄉","新社村","第1天",9,9,0
"82","花蓮縣","豐濱鄉","新社村","第2天",2,11,8
"83","花蓮縣","豐濱鄉","新社村","第3天",3,14,2
"84","花蓮縣","豐濱鄉","新社村","第4天",0,14,5
"85","花蓮縣","豐濱鄉","新社村","第5天",0,14,0
"86","花蓮縣","豐濱鄉","豐濱村","第1天",10,10,0
"87","花蓮縣","豐濱鄉","豐濱村","第2天",11,21,6
"88","花蓮縣","豐濱鄉","豐濱村","第3天",9,30,3
"89","花蓮縣","豐濱鄉","豐濱村","第4天",1,31,26
"90","花蓮縣","豐濱鄉","豐濱村","第5天",0,31,12
