"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"50","臺北市","大安區","正聲里","第5天",0,0,0
"51","臺北市","大安區","民炤里","第1天",0,0,0
"52","臺北市","大安區","民炤里","第2天",1,1,0
"53","臺北市","大安區","民炤里","第3天",0,1,0
"54","臺北市","大安區","民炤里","第4天",5,6,0
"55","臺北市","大安區","民炤里","第5天",0,6,0
"56","臺北市","大安區","黎元里","第1天",4,4,0
"57","臺北市","大安區","黎元里","第2天",4,8,1
"58","臺北市","大安區","黎元里","第3天",3,11,0
"59","臺北市","大安區","黎元里","第4天",4,15,0
"60","臺北市","大安區","黎元里","第5天",2,17,0
"61","臺北市","中山區","松江里","第1天",0,0,0
"62","臺北市","中山區","松江里","第2天",0,0,0
"63","臺北市","中山區","松江里","第3天",0,0,0
"64","臺北市","中山區","松江里","第4天",0,0,0
"65","臺北市","中山區","松江里","第5天",0,0,0
"66","臺北市","中正區","幸市里","第1天",0,0,0
"67","臺北市","中正區","幸市里","第2天",0,0,0
"68","臺北市","中正區","幸市里","第3天",2,2,0
"69","臺北市","中正區","幸市里","第4天",0,2,0
"70","臺北市","中正區","幸市里","第5天",0,2,0
"71","臺北市","中正區","富水里","第1天",2,2,0
"72","臺北市","中正區","富水里","第2天",4,6,0
"73","臺北市","中正區","富水里","第3天",0,6,0
"74","臺北市","中正區","富水里","第4天",0,6,0
"75","臺北市","中正區","富水里","第5天",0,6,0
"76","臺北市","內湖區","安泰里","第1天",1,1,0
"77","臺北市","內湖區","安泰里","第2天",1,2,0
"78","臺北市","內湖區","安泰里","第3天",2,4,0
"79","臺北市","內湖區","安泰里","第4天",2,6,0
"80","臺北市","內湖區","安泰里","第5天",2,8,0
"81","臺北市","內湖區","明湖里","第1天",0,0,0
"82","臺北市","內湖區","明湖里","第2天",1,1,0
"83","臺北市","內湖區","明湖里","第3天",5,6,1
"84","臺北市","內湖區","明湖里","第4天",2,8,0
"85","臺北市","內湖區","明湖里","第5天",2,10,0
"86","臺北市","內湖區","瑞陽里","第1天",0,0,0
"87","臺北市","內湖區","瑞陽里","第2天",0,0,0
"88","臺北市","內湖區","瑞陽里","第3天",0,0,0
"89","臺北市","內湖區","瑞陽里","第4天",0,0,0
"90","臺北市","內湖區","瑞陽里","第5天",0,0,0
"91","臺北市","內湖區","蘆洲里","第1天",3,3,0
"92","臺北市","內湖區","蘆洲里","第2天",0,3,0
"93","臺北市","內湖區","蘆洲里","第3天",3,6,0
"94","臺北市","內湖區","蘆洲里","第4天",6,12,0
"95","臺北市","內湖區","蘆洲里","第5天",5,17,0
"96","臺北市","文山區","萬有里","第1天",0,0,0
"97","臺北市","文山區","萬有里","第2天",0,0,0
"98","臺北市","文山區","萬有里","第3天",0,0,0
"99","臺北市","文山區","萬有里","第4天",0,0,0
"100","臺北市","文山區","萬有里","第5天",0,0,0
"101","臺北市","文山區","興旺里","第1天",1,1,0
"102","臺北市","文山區","興旺里","第2天",0,1,0
"103","臺北市","文山區","興旺里","第3天",0,1,0
"104","臺北市","文山區","興旺里","第4天",0,1,0
"105","臺北市","文山區","興旺里","第5天",0,1,0
"106","臺北市","北投區","中央里","第1天",1,1,0
"107","臺北市","北投區","中央里","第2天",4,5,0
"108","臺北市","北投區","中央里","第3天",1,6,1
"109","臺北市","北投區","中央里","第4天",2,8,0
"110","臺北市","北投區","中央里","第5天",0,8,1
"111","臺北市","北投區","永明里","第1天",0,0,0
"112","臺北市","北投區","永明里","第2天",0,0,0
"113","臺北市","北投區","永明里","第3天",0,0,0
"114","臺北市","北投區","永明里","第4天",0,0,0
"115","臺北市","北投區","永明里","第5天",2,2,0
"116","臺北市","北投區","吉慶里","第1天",1,1,0
"117","臺北市","北投區","吉慶里","第2天",0,1,0
"118","臺北市","北投區","吉慶里","第3天",1,2,0
"119","臺北市","北投區","吉慶里","第4天",0,2,0
"120","臺北市","北投區","吉慶里","第5天",1,3,3
"121","臺北市","北投區","建民里","第1天",2,2,0
"122","臺北市","北投區","建民里","第2天",2,4,0
"123","臺北市","北投區","建民里","第3天",2,6,0
"124","臺北市","北投區","建民里","第4天",2,8,0
"125","臺北市","北投區","建民里","第5天",4,12,0
"126","臺北市","北投區","湖田里","第1天",1,1,0
"127","臺北市","北投區","湖田里","第2天",5,6,0
"128","臺北市","北投區","湖田里","第3天",6,12,1
"129","臺北市","北投區","湖田里","第4天",3,15,0
"130","臺北市","北投區","湖田里","第5天",10,25,1
"131","臺北市","北投區","福興里","第1天",0,0,0
"132","臺北市","北投區","福興里","第2天",3,3,0
"133","臺北市","北投區","福興里","第3天",0,3,0
"134","臺北市","北投區","福興里","第4天",1,4,0
"135","臺北市","北投區","福興里","第5天",0,4,0
"136","臺北市","松山區","吉仁里","第1天",0,0,0
"137","臺北市","松山區","吉仁里","第2天",0,0,0
"138","臺北市","松山區","吉仁里","第3天",0,0,0
"139","臺北市","松山區","吉仁里","第4天",0,0,0
"140","臺北市","松山區","吉仁里","第5天",0,0,0
"141","臺北市","松山區","富泰里","第1天",0,0,0
"142","臺北市","松山區","富泰里","第2天",1,1,0
"143","臺北市","松山區","富泰里","第3天",2,3,0
"144","臺北市","松山區","富泰里","第4天",1,4,0
"145","臺北市","松山區","富泰里","第5天",1,5,0
"146","臺北市","信義區","三犁里","第1天",6,6,0
"147","臺北市","信義區","三犁里","第2天",10,16,1
"148","臺北市","信義區","三犁里","第3天",0,16,0
"149","臺北市","信義區","三犁里","第4天",7,23,7
"150","臺北市","信義區","三犁里","第5天",0,23,0
"151","臺北市","信義區","國業里","第1天",1,1,0
"152","臺北市","信義區","國業里","第2天",0,1,0
"153","臺北市","信義區","國業里","第3天",0,1,0
"154","臺北市","信義區","國業里","第4天",0,1,0
"155","臺北市","信義區","國業里","第5天",0,1,0
"156","臺北市","信義區","景新里","第1天",6,6,1
"157","臺北市","信義區","景新里","第2天",4,10,0
"158","臺北市","信義區","景新里","第3天",1,11,0
"159","臺北市","信義區","景新里","第4天",2,13,1
"160","臺北市","信義區","景新里","第5天",2,15,0
"161","臺北市","南港區","中南里","第1天",1,1,0
"162","臺北市","南港區","中南里","第2天",1,2,0
"163","臺北市","南港區","中南里","第3天",1,3,0
"164","臺北市","南港區","中南里","第4天",0,3,0
"165","臺北市","南港區","中南里","第5天",2,5,0
"166","臺北市","南港區","百福里","第1天",0,0,0
"167","臺北市","南港區","百福里","第2天",4,4,0
"168","臺北市","南港區","百福里","第3天",0,4,0
"169","臺北市","南港區","百福里","第4天",2,6,0
"170","臺北市","南港區","百福里","第5天",2,8,0
"171","臺北市","萬華區","全德里","第1天",1,1,0
"172","臺北市","萬華區","全德里","第2天",0,1,0
"173","臺北市","萬華區","全德里","第3天",0,1,0
"174","臺北市","萬華區","全德里","第4天",0,1,0
"175","臺北市","萬華區","全德里","第5天",0,1,0
"176","臺北市","萬華區","富福里","第1天",1,1,0
"177","臺北市","萬華區","富福里","第2天",0,1,0
"178","臺北市","萬華區","富福里","第3天",2,3,0
"179","臺北市","萬華區","富福里","第4天",0,3,0
"180","臺北市","萬華區","富福里","第5天",0,3,0
"181","臺北市","萬華區","福音里","第1天",0,0,0
"182","臺北市","萬華區","福音里","第2天",0,0,0
"183","臺北市","萬華區","福音里","第3天",0,0,0
"184","臺北市","萬華區","福音里","第4天",0,0,0
"185","臺北市","萬華區","福音里","第5天",2,2,0
