"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"107","臺南市","安平區","育平里","第2天",0,0,0
"108","臺南市","安平區","育平里","第3天",0,0,0
"109","臺南市","安平區","育平里","第4天",1,1,0
"110","臺南市","安平區","育平里","第5天",0,1,0
"111","臺南市","安定區","大同里","第1天",6,6,3
"112","臺南市","安定區","大同里","第2天",8,14,3
"113","臺南市","安定區","大同里","第3天",4,18,0
"114","臺南市","安定區","大同里","第4天",2,20,0
"115","臺南市","安定區","大同里","第5天",2,22,5
"116","臺南市","安定區","保西里","第1天",4,4,0
"117","臺南市","安定區","保西里","第2天",0,4,0
"118","臺南市","安定區","保西里","第3天",3,7,0
"119","臺南市","安定區","保西里","第4天",3,10,0
"120","臺南市","安定區","保西里","第5天",3,13,0
"121","臺南市","安定區","海寮里","第1天",5,5,0
"122","臺南市","安定區","海寮里","第2天",4,9,3
"123","臺南市","安定區","海寮里","第3天",3,12,0
"124","臺南市","安定區","海寮里","第4天",3,15,0
"125","臺南市","安定區","海寮里","第5天",3,18,0
"126","臺南市","安定區","蘇林里","第1天",1,1,0
"127","臺南市","安定區","蘇林里","第2天",2,3,0
"128","臺南市","安定區","蘇林里","第3天",1,4,0
"129","臺南市","安定區","蘇林里","第4天",1,5,0
"130","臺南市","安定區","蘇林里","第5天",1,6,0
"131","臺南市","安南區","公親里","第1天",1,1,0
"132","臺南市","安南區","公親里","第2天",0,1,0
"133","臺南市","安南區","公親里","第3天",3,4,1
"134","臺南市","安南區","公親里","第4天",0,4,0
"135","臺南市","安南區","公親里","第5天",2,6,0
"136","臺南市","安南區","佃東里","第1天",0,0,0
"137","臺南市","安南區","佃東里","第2天",2,2,0
"138","臺南市","安南區","佃東里","第3天",13,15,0
"139","臺南市","安南區","佃東里","第4天",0,15,0
"140","臺南市","安南區","佃東里","第5天",4,19,1
"141","臺南市","安南區","城南里","第1天",1,1,0
"142","臺南市","安南區","城南里","第2天",2,3,1
"143","臺南市","安南區","城南里","第3天",15,18,0
"144","臺南市","安南區","城南里","第4天",10,28,3
"145","臺南市","安南區","城南里","第5天",22,50,2
"146","臺南市","安南區","學東里","第1天",1,1,0
"147","臺南市","安南區","學東里","第2天",3,4,0
"148","臺南市","安南區","學東里","第3天",4,8,0
"149","臺南市","安南區","學東里","第4天",0,8,0
"150","臺南市","安南區","學東里","第5天",1,9,0
"151","臺南市","安南區","顯宮里","第1天",5,5,0
"152","臺南市","安南區","顯宮里","第2天",4,9,1
"153","臺南市","安南區","顯宮里","第3天",9,18,0
"154","臺南市","安南區","顯宮里","第4天",0,18,0
"155","臺南市","安南區","顯宮里","第5天",12,30,2
"156","臺南市","西港區","西港里","第1天",13,13,0
"157","臺南市","西港區","西港里","第2天",2,15,7
"158","臺南市","西港區","西港里","第3天",6,21,6
"159","臺南市","西港區","西港里","第4天",0,21,13
"160","臺南市","西港區","西港里","第5天",2,23,10
"161","臺南市","西港區","新復里","第1天",9,9,0
"162","臺南市","西港區","新復里","第2天",6,15,7
"163","臺南市","西港區","新復里","第3天",16,31,8
"164","臺南市","西港區","新復里","第4天",10,41,5
"165","臺南市","西港區","新復里","第5天",7,48,17
"166","臺南市","西港區","檨林里","第1天",6,6,0
"167","臺南市","西港區","檨林里","第2天",7,13,3
"168","臺南市","西港區","檨林里","第3天",3,16,4
"169","臺南市","西港區","檨林里","第4天",0,16,5
"170","臺南市","西港區","檨林里","第5天",2,18,10
"171","臺南市","官田區","西庄里","第1天",5,5,0
"172","臺南市","官田區","西庄里","第2天",5,10,0
"173","臺南市","官田區","西庄里","第3天",4,14,1
"174","臺南市","官田區","西庄里","第4天",7,21,4
"175","臺南市","官田區","西庄里","第5天",5,26,2
"176","臺南市","官田區","拔林里","第1天",6,6,1
"177","臺南市","官田區","拔林里","第2天",11,17,0
"178","臺南市","官田區","拔林里","第3天",9,26,3
"179","臺南市","官田區","拔林里","第4天",7,33,1
"180","臺南市","官田區","拔林里","第5天",5,38,0
"181","臺南市","官田區","社子里","第1天",4,4,0
"182","臺南市","官田區","社子里","第2天",4,8,1
"183","臺南市","官田區","社子里","第3天",7,15,0
"184","臺南市","官田區","社子里","第4天",2,17,1
"185","臺南市","官田區","社子里","第5天",2,19,1
"186","臺南市","東區","大福里","第1天",0,0,0
"187","臺南市","東區","大福里","第2天",0,0,0
"188","臺南市","東區","大福里","第3天",0,0,0
"189","臺南市","東區","大福里","第4天",0,0,0
"190","臺南市","東區","大福里","第5天",0,0,0
"191","臺南市","東區","文聖里","第1天",0,0,0
"192","臺南市","東區","文聖里","第2天",0,0,0
"193","臺南市","東區","文聖里","第3天",0,0,0
"194","臺南市","東區","文聖里","第4天",0,0,0
"195","臺南市","東區","文聖里","第5天",0,0,0
"196","臺南市","東區","東門里","第1天",1,1,0
"197","臺南市","東區","東門里","第2天",0,1,0
"198","臺南市","東區","東門里","第3天",0,1,0
"199","臺南市","東區","東門里","第4天",0,1,0
"200","臺南市","東區","東門里","第5天",0,1,0
"201","臺南市","東區","富裕里","第1天",0,0,0
"202","臺南市","東區","富裕里","第2天",0,0,0
"203","臺南市","東區","富裕里","第3天",0,0,0
"204","臺南市","東區","富裕里","第4天",0,0,0
"205","臺南市","東區","富裕里","第5天",0,0,0
"206","臺南市","東區","裕農里","第1天",0,0,0
"207","臺南市","東區","裕農里","第2天",0,0,0
"208","臺南市","東區","裕農里","第3天",1,1,0
"209","臺南市","東區","裕農里","第4天",0,1,0
"210","臺南市","東區","裕農里","第5天",0,1,0
"211","臺南市","南區","佛壇里","第1天",2,2,0
"212","臺南市","南區","佛壇里","第2天",5,7,0
"213","臺南市","南區","佛壇里","第3天",0,7,0
"214","臺南市","南區","佛壇里","第4天",0,7,0
"215","臺南市","南區","佛壇里","第5天",0,7,0
"216","臺南市","南區","明亮里","第1天",0,0,0
"217","臺南市","南區","明亮里","第2天",0,0,0
"218","臺南市","南區","明亮里","第3天",0,0,0
"219","臺南市","南區","明亮里","第4天",0,0,0
"220","臺南市","南區","明亮里","第5天",1,1,0
"221","臺南市","南區","松安里","第1天",2,2,0
"222","臺南市","南區","松安里","第2天",0,2,0
"223","臺南市","南區","松安里","第3天",2,4,0
"224","臺南市","南區","松安里","第4天",0,4,0
"225","臺南市","南區","松安里","第5天",0,4,0
"226","臺南市","南區","建南里","第1天",0,0,0
"227","臺南市","南區","建南里","第2天",0,0,0
"228","臺南市","南區","建南里","第3天",1,1,0
"229","臺南市","南區","建南里","第4天",0,1,0
"230","臺南市","南區","建南里","第5天",2,3,0
"231","臺南市","南區","郡南里","第1天",0,0,0
"232","臺南市","南區","郡南里","第2天",0,0,0
"233","臺南市","南區","郡南里","第3天",0,0,0
"234","臺南市","南區","郡南里","第4天",0,0,0
"235","臺南市","南區","郡南里","第5天",0,0,0
"236","臺南市","將軍區","仁和里","第1天",7,7,0
"237","臺南市","將軍區","仁和里","第2天",28,35,1
"238","臺南市","將軍區","仁和里","第3天",7,42,7
"239","臺南市","將軍區","仁和里","第4天",9,51,17
"240","臺南市","將軍區","仁和里","第5天",1,52,18
"241","臺南市","將軍區","平沙里","第1天",25,25,1
"242","臺南市","將軍區","平沙里","第2天",28,53,12
"243","臺南市","將軍區","平沙里","第3天",44,97,12
"244","臺南市","將軍區","平沙里","第4天",6,103,51
"245","臺南市","將軍區","平沙里","第5天",12,115,38
"246","臺南市","將軍區","長沙里","第1天",51,51,7
"247","臺南市","將軍區","長沙里","第2天",9,60,42
"248","臺南市","將軍區","長沙里","第3天",0,60,48
"249","臺南市","將軍區","長沙里","第4天",8,68,38
"250","臺南市","將軍區","長沙里","第5天",1,69,42
"251","臺南市","將軍區","長榮里","第1天",1,1,0
"252","臺南市","將軍區","長榮里","第2天",0,1,1
"253","臺南市","將軍區","長榮里","第3天",2,3,0
"254","臺南市","將軍區","長榮里","第4天",1,4,3
"255","臺南市","將軍區","長榮里","第5天",4,8,7
"256","臺南市","善化區","六分里","第1天",1,1,0
"257","臺南市","善化區","六分里","第2天",2,3,0
"258","臺南市","善化區","六分里","第3天",2,5,0
"259","臺南市","善化區","六分里","第4天",1,6,0
"260","臺南市","善化區","六分里","第5天",1,7,0
"261","臺南市","善化區","六德里","第1天",1,1,0
"262","臺南市","善化區","六德里","第2天",1,2,0
"263","臺南市","善化區","六德里","第3天",1,3,0
"264","臺南市","善化區","六德里","第4天",1,4,0
"265","臺南市","善化區","六德里","第5天",1,5,0
"266","臺南市","新市區","新和里","第1天",3,3,1
"267","臺南市","新市區","新和里","第2天",3,6,1
"268","臺南市","新市區","新和里","第3天",2,8,2
"269","臺南市","新市區","新和里","第4天",4,12,2
"270","臺南市","新市區","新和里","第5天",0,12,3
"271","臺南市","新市區","潭頂里","第1天",7,7,0
"272","臺南市","新市區","潭頂里","第2天",3,10,2
"273","臺南市","新市區","潭頂里","第3天",1,11,2
"274","臺南市","新市區","潭頂里","第4天",0,11,13
"275","臺南市","新市區","潭頂里","第5天",1,12,3
