"","縣市","鄉鎮","村里","天數","每日照像捕捉狗數","累積照像捕捉狗數","重複數目"
"36","苗栗縣","苑裡鎮","苑東里","第1天",2,2,0
"37","苗栗縣","苑裡鎮","苑東里","第2天",3,5,0
"38","苗栗縣","苑裡鎮","苑東里","第3天",2,7,0
"39","苗栗縣","苑裡鎮","苑東里","第4天",5,12,0
"40","苗栗縣","苑裡鎮","苑東里","第5天",3,15,0
"41","苗栗縣","苑裡鎮","苑南里","第1天",2,2,0
"42","苗栗縣","苑裡鎮","苑南里","第2天",0,2,0
"43","苗栗縣","苑裡鎮","苑南里","第3天",3,5,0
"44","苗栗縣","苑裡鎮","苑南里","第4天",2,7,0
"45","苗栗縣","苑裡鎮","苑南里","第5天",1,8,0
"46","苗栗縣","通霄鎮","內島里","第1天",1,1,0
"47","苗栗縣","通霄鎮","內島里","第2天",2,3,0
"48","苗栗縣","通霄鎮","內島里","第3天",1,4,0
"49","苗栗縣","通霄鎮","內島里","第4天",1,5,1
"50","苗栗縣","通霄鎮","內島里","第5天",1,6,0
"51","苗栗縣","通霄鎮","坪頂里","第1天",1,1,0
"52","苗栗縣","通霄鎮","坪頂里","第2天",4,5,0
"53","苗栗縣","通霄鎮","坪頂里","第3天",1,6,0
"54","苗栗縣","通霄鎮","坪頂里","第4天",3,9,0
"55","苗栗縣","通霄鎮","坪頂里","第5天",2,11,0
"56","苗栗縣","通霄鎮","南和里","第1天",2,2,0
"57","苗栗縣","通霄鎮","南和里","第2天",2,4,0
"58","苗栗縣","通霄鎮","南和里","第3天",1,5,0
"59","苗栗縣","通霄鎮","南和里","第4天",4,9,0
"60","苗栗縣","通霄鎮","南和里","第5天",0,9,0
"61","苗栗縣","通霄鎮","福興里","第1天",2,2,0
"62","苗栗縣","通霄鎮","福興里","第2天",1,3,0
"63","苗栗縣","通霄鎮","福興里","第3天",4,7,0
"64","苗栗縣","通霄鎮","福興里","第4天",2,9,0
"65","苗栗縣","通霄鎮","福興里","第5天",7,16,0
"66","苗栗縣","頭份市","斗煥里","第1天",3,3,0
"67","苗栗縣","頭份市","斗煥里","第2天",0,3,0
"68","苗栗縣","頭份市","斗煥里","第3天",0,3,0
"69","苗栗縣","頭份市","斗煥里","第4天",1,4,0
"70","苗栗縣","頭份市","斗煥里","第5天",0,4,0
"71","苗栗縣","頭份市","民族里","第1天",0,0,0
"72","苗栗縣","頭份市","民族里","第2天",0,0,0
"73","苗栗縣","頭份市","民族里","第3天",0,0,0
"74","苗栗縣","頭份市","民族里","第4天",0,0,0
"75","苗栗縣","頭份市","民族里","第5天",0,0,0
"76","苗栗縣","頭份市","民權里","第1天",2,2,0
"77","苗栗縣","頭份市","民權里","第2天",0,2,1
"78","苗栗縣","頭份市","民權里","第3天",0,2,0
"79","苗栗縣","頭份市","民權里","第4天",0,2,0
"80","苗栗縣","頭份市","民權里","第5天",0,2,0
"81","苗栗縣","頭份市","和平里","第1天",2,2,0
"82","苗栗縣","頭份市","和平里","第2天",0,2,0
"83","苗栗縣","頭份市","和平里","第3天",0,2,1
"84","苗栗縣","頭份市","和平里","第4天",0,2,1
"85","苗栗縣","頭份市","和平里","第5天",0,2,0
"86","苗栗縣","頭份市","珊湖里","第1天",4,4,0
"87","苗栗縣","頭份市","珊湖里","第2天",0,4,3
"88","苗栗縣","頭份市","珊湖里","第3天",0,4,4
"89","苗栗縣","頭份市","珊湖里","第4天",1,5,0
"90","苗栗縣","頭份市","珊湖里","第5天",1,6,4
"91","苗栗縣","頭份市","新華里","第1天",3,3,0
"92","苗栗縣","頭份市","新華里","第2天",2,5,0
"93","苗栗縣","頭份市","新華里","第3天",0,5,1
"94","苗栗縣","頭份市","新華里","第4天",1,6,0
"95","苗栗縣","頭份市","新華里","第5天",1,7,1
