學校級別,代碼,學校名稱,縣市別,鄉鎮市區,郵遞區號,地址,電話,網址,體系別,"地區
屬性",X 坐標,Y 坐標
高級中等學校,11317,私立醒吾高中,新北市,林口區,244,新北市林口區粉寮路一段75巷80號,(02)26012644,http://www.swsh.ntpc.edu.tw,,,289924.362,2774649.384
高級中等學校,11318,私立徐匯高中,新北市,蘆洲區,247,新北市蘆洲區中山一路1號,(02)22817565,http://www.sish.ntpc.edu.tw,,,298417.482,2774754.115
高級中等學校,11322,新北市崇光高中,新北市,新店區,231,新北市新店區三民路18號,(02)29112543,http://www.ckgsh.ntpc.edu.tw,,,304426.664,2762758.804
高級中等學校,11323,私立光仁高中,新北市,板橋區,220,新北市板橋區中山路二段255巷18號,(02)29615161,http://www.kjsh.ntpc.edu.tw,,,298130.603,2767871.385
高級中等學校,11324,私立竹林高中,新北市,中和區,235,新北市中和區華新街143巷12號,(02)29422128,http://www.clsh.ntpc.edu.tw,,,301084.84,2763648.887
高級中等學校,11325,私立及人高中,新北市,新店區,231,新北市新店區安興路1號,(02)22112581,http://www.cjsh.ntpc.edu.tw,,,301986.416,2762141.855
高級中等學校,11329,財團法人辭修高中,新北市,三峽區,237,新北市三峽區溪東路251號,(02)86761277,http://www.tsshs.ntpc.edu.tw,,,291351.122,2758311.634
高級中等學校,11330,新北市林口康橋國際高中,新北市,林口區,244,新北市林口區興林路55號,(02)26015888,http://www.kcislk.ntpc.edu.tw/zh/index.html,,,289315.013,2774104.123
高級中等學校,11399,私立時雨高中,新北市,瑞芳區,224,新北市瑞芳區銅山里祈堂路217號,(02)24962217,http://www.syjh.ntpc.edu.tw,,,336222.863,2778171.656
高級中等學校,11405,私立樹人家商,新北市,樹林區,238,新北市樹林區大安路216號,(02)26870391,http://www.stgvs.ntpc.edu.tw,,,292321.086,2765218.805
高級中等學校,11407,私立復興商工,新北市,永和區,234,新北市永和區秀朗路一段201號,(02)29262121,http://www.fhvs.ntpc.edu.tw,,,302345.95,2766264.494
高級中等學校,11408,私立南強工商,新北市,新店區,231,新北市新店區文化路42號,(02)29155144,http://www.ncvs.ntpc.edu.tw,,,305005.748,2763768.756
高級中等學校,11413,私立穀保家商,新北市,三重區,241,新北市三重區中正北路560巷38號,(02)29712343,http://www.kpvs.ntpc.edu.tw,,,297530.974,2773581.571
高級中等學校,11419,私立開明工商,新北市,新店區,231,新北市新店區寶中路49號,(02)29136061,http://www.kmvs.ntpc.edu.tw,,,305145.738,2763673.472
高級中等學校,11420,私立智光商工,新北市,永和區,234,新北市永和區中正路100號,(02)29432491,http://www.ckvs.ntpc.edu.tw,,,301912.974,2765398.306
高級中等學校,11421,私立清傳高商,新北市,三重區,241,新北市三重區五谷王北街141巷1號,(02)29955535,http://www.ccvs.ntpc.edu.tw,,,298115.147,2771625.951
高級中等學校,11426,私立能仁家商,新北市,新店區,231,新北市新店區文中路53巷10號,(02)29182399,http://www.nrvs.ntpc.edu.tw,,,304570.607,2761114.352
高級中等學校,11427,私立豫章工商,新北市,板橋區,220,新北市板橋區四川路一段391號,(02)29519810,http://www.ycvs.ntpc.edu.tw,,,296259.093,2765552.544
高級中等學校,11431,私立莊敬工家,新北市,新店區,231,新北市新店區民生路45號,(02)22188956,http://www.jjvs.ntpc.edu.tw,,,303730.727,2764305.052
高級中等學校,11432,私立中華商海,新北市,萬里區,207,新北市萬里區瑪鋉路15號,(02)24922119,http://www.chmvs.ntpc.edu.tw,,,319080.67,2785650.028
高級中等學校,011C71,私立光華高商進修學校,新北市,板橋區,220,新北市板橋區南雅南路二段40號,(02)89522255,http://www.khvs.ntpc.edu.tw,,,295825.6,2766160.6
高級中等學校,13303,市立泰山高中,新北市,泰山區,243,新北市泰山區辭修路7號,(02)22963625,http://www.tssh.ntpc.edu.tw,,,293370.693,2772239.523
高級中等學校,13304,市立板橋高中,新北市,板橋區,220,新北市板橋區文化路一段25號,(02)29602500,http://www.pcsh.ntpc.edu.tw,,,296337.463,2767150.241
高級中等學校,13335,市立新店高中,新北市,新店區,231,新北市新店區中央路93號,(02)22193700,http://www.htsh.ntpc.edu.tw,,,303692.308,2763181.469
高級中等學校,13336,市立中和高中,新北市,中和區,235,新北市中和區連城路460號,(02)22227146,http://www.chshs.ntpc.edu.tw,,,298286.762,2765196.532
高級中等學校,13337,市立新莊高中,新北市,新莊區,242,新北市新莊區中平路135號,(02)29912391,http://www.hcsh.ntpc.edu.tw,,,294866.583,2771188.277
高級中等學校,13338,市立新北高中,新北市,三重區,241,新北市三重區三信路1號,(02)28577326,http://www.ntsh.ntpc.edu.tw/,,,299354.066,2775522.368
高級中等學校,13339,市立林口高中,新北市,林口區,244,新北市林口區仁愛路二段173號,(02)26009482,http://www.lksh.ntpc.edu.tw,,,288435.525,2773988.092
高級中等學校,13402,市立瑞芳高工,新北市,瑞芳區,224,新北市瑞芳區瑞芳街60號,(02)24972516,http://www.jfvs.ntpc.edu.tw,,,331155.863,2778283.597
高級中等學校,13430,市立三重商工,新北市,三重區,241,新北市三重區中正北路163號,(02)29715606,http://www.scvs.ntpc.edu.tw,,,298431.579,2773577.971
高級中等學校,13433,市立新北高工,新北市,土城區,236,新北市土城區學府路一段241號,(02)22612483,http://www.ntvs.ntpc.edu.tw/bin/home.php,,,295467.825,2764004.153
高級中等學校,13434,市立淡水商工,新北市,淡水區,251,新北市淡水區商工路307號,(02)26203930,http://www.tsvs.ntpc.edu.tw,,,295760.181,2786540.814
高級中等學校,14302,市立海山高中,新北市,板橋區,220,新北市板橋區漢生東路215號,(02)29517475,http://www.hshs.ntpc.edu.tw,,,297527.704,2766984.774
高級中等學校,14311,市立三重高中,新北市,三重區,241,新北市三重區集美街212號,(02)29760501,http://www.schs.ntpc.edu.tw/,,,299587.65,2771925.555
高級中等學校,14315,市立永平高中,新北市,永和區,234,新北市永和區永平路205號,(02)22319670,http://www.yphs.ntpc.edu.tw,,,301336.661,2767064.758
高級中等學校,14322,市立樹林高中,新北市,樹林區,238,新北市樹林區中華路8號,(02)86852011,http://www.slsh.ntpc.edu.tw,,,292649.55,2763954.033
高級中等學校,14326,市立明德高中,新北市,三峽區,237,新北市三峽區中正路二段399號,(02)26723302,http://www.mdhs.ntpc.edu.tw,,,286760.853,2755518.569
高級中等學校,14332,市立秀峰高中,新北市,汐止區,221,新北市汐止區忠孝東路201號,(02)26412134,http://www.sfhs.ntpc.edu.tw/default_page.asp,,,316594.693,2773209.817
高級中等學校,14338,市立金山高中,新北市,金山區,208,新北市金山區美田里文化二路2號,(02)24982028,http://www.cshs.ntpc.edu.tw,,偏遠,314175.626,2790814.676
高級中等學校,14343,市立安康高中,新北市,新店區,231,新北市新店區安興路25號,(02)22111743,http://www.akhs.ntpc.edu.tw,,,301990.756,2762421.62
高級中等學校,14347,市立雙溪高中,新北市,雙溪區,227,新北市雙溪區梅竹蹊3號,(02)24931028,http://www.sxhs.ntpc.edu.tw,,偏遠,337105.012,2769924.22
高級中等學校,14348,市立石碇高中,新北市,石碇區,223,新北市石碇區隆盛里八分寮45號,(02)26631224,http://www.sdhs.ntpc.edu.tw,,偏遠,314857.869,2767342.81
高級中等學校,14353,市立丹鳳高中,新北市,新莊區,242,新北市新莊區龍安路72號,(02)29089627,http://www.dfsh.ntpc.edu.tw/,,,292001.166,2768190.158
高級中等學校,14356,市立清水高中,新北市,土城區,236,新北市土城區明德路一段72號,(02)22707801,http://www.cssh.ntpc.edu.tw,,,296975.708,2763865.907
高級中等學校,14357,市立三民高中,新北市,蘆洲區,247,新北市蘆洲區三民路96號,(02)22894675,http://www.smsh.ntpc.edu.tw,,,297643.426,2775456.624
高級中等學校,14362,市立錦和高中,新北市,中和區,235,新北市中和區錦和路163號,(02)22498566,http://www.jhsh.ntpc.edu.tw,,,299573.937,2765041.076
高級中等學校,14363,市立光復高中,新北市,板橋區,220,新北市板橋區光環路一段7號,(02)29582366,http://www.gfhs.ntpc.edu.tw/,,,298670.053,2767703.884
高級中等學校,14364,市立竹圍高中,新北市,淡水區,251,新北市淡水區竹林路 35 號,(02)28096990,http://www.zwhs.ntpc.edu.tw/,,,296550.873,2782032.498
高級中等學校,14381,市立北大高級中學,新北市,三峽區,237,新北市三峽區大義路277號,(02)26742666 ,http://www.bdsh.ntpc.edu.tw,,,287980.055,2760137.894
高級中等學校,14399,市立豐珠中學,新北市,貢寮區,228,新北市貢寮區美豐里雞母嶺街6-6號,(02)24903727,http://www.fjjh.ntpc.edu.tw/,,偏遠,340952.969,2773369.592
高級中等學校,14439,市立鶯歌工商,新北市,鶯歌區,239,新北市鶯歌區中正三路154號,(02)26775040,http://www.ykvs.ntpc.edu.tw,,,283831.94,2759094.374
高級中等學校,14468,市立樟樹國際實中,新北市,汐止區,221,新北市汐止區樟樹二路135號,(02)26430686,http://www.ctjhs.ntpc.edu.tw/,,,314538.164,2773221.288
高級中等學校,20301,國立蘭陽女中,宜蘭縣,宜蘭市,260,宜蘭縣宜蘭市女中路二段355號,(03)9333819,http://www.lygsh.ilc.edu.tw,,,326202.33,2737783
高級中等學校,20302,國立宜蘭高中,宜蘭縣,宜蘭市,260,宜蘭縣宜蘭市復興路三段8號,(03)9324153,http://www.ylsh.ilc.edu.tw,,,325128.39,2738414.985
高級中等學校,20308,國立羅東高中,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮公正路324號,(03)9567645 ,http://www.ltsh.ilc.edu.tw,,,327121.76,2730625.96
高級中等學校,20403,國立宜蘭高商,宜蘭縣,宜蘭市,260,宜蘭縣宜蘭市延平路50號,(039)384147,http://www.ilvs.ilc.edu.tw,,,327422.822,2738846.034
高級中等學校,20404,國立羅東高商,宜蘭縣,羅東鎮,265,宜蘭縣羅東鎮中山路4段360號,(039)512875,http://www.ltcvs.ilc.edu.tw,,,326627.59,2729749.5
高級中等學校,20405,國立蘇澳海事,宜蘭縣,蘇澳鎮,270,宜蘭縣蘇澳鎮蘇港路213號,(039)951661,http://www.savs.ilc.edu.tw,,,335635.53,2721088.17
高級中等學校,20407,國立羅東高工,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉廣興路117號,(039)514196,http://web.ltivs.ilc.edu.tw,,,326015.23,2729465.08
高級中等學校,20409,國立頭城家商,宜蘭縣,頭城鎮,261,宜蘭縣頭城鎮新興路111號,(039)771131,http://www.tcvs.ilc.edu.tw,,,332572.94,2749552.852
高級中等學校,21301,私立慧燈高中,宜蘭縣,員山鄉,264,宜蘭縣員山鄉枕山村枕山路117-60號,(03)9229968,http://www.hdsh.ilc.edu.tw,,,322358.388,2741217.764
高級中等學校,21310,私立中道高中,宜蘭縣,壯圍鄉,263,宜蘭縣壯圍鄉功勞村中央路三段312巷7號,(03)9306696,http://www.cdsh.ilc.edu.tw,,,330239.897,2739311.323
高級中等學校,24322,縣立南澳高中,宜蘭縣,南澳鄉,272,宜蘭縣南澳鄉蘇花路二段301號,(03)9981024,http://www.nojh.ilc.edu.tw,,偏遠,331180.91,2706864.56
高級中等學校,24325,縣立慈心華德福實中,宜蘭縣,冬山鄉,269,宜蘭縣冬山鄉照安路257號,(039)596222,http://www.waldorf.ilc.edu.tw/,,,330488.57,2724620.12
高級中等學校,30305,國立中央大學附屬中壢高中,桃園市,中壢區,320,桃園市中壢區三光路115號,(03)4932181,http://www.clhs.tyc.edu.tw,,,271268.79,2761511.33
高級中等學校,30403,國立北科大附屬桃園農工,桃園市,桃園區,330,桃園市桃園區成功路二段144號,(03)3333921,http://www.tyai.tyc.edu.tw,,,282368.968,2765135.005
高級中等學校,31301,私立漢英高中,桃園市,龍潭區,325,桃園市龍潭區中正路佳安段446號,(03)4712531,http://www.hhs.tyc.edu.tw/,,,274776.34,2748904.54
高級中等學校,31309,桃園市育達高中,桃園市,平鎮區,324,桃園市平鎮區育達路160號,(03)4934101,http://www.yuda.tyc.edu.tw,,,271121.31,2760509.71
高級中等學校,31310,私立六和高中,桃園市,平鎮區,324,桃園市平鎮區陸光路180號,(03)4204000,https://www.lioho.tw/ischool/publish_page/0/,,,268707.71,2759747.84
高級中等學校,31311,桃園市復旦高中,桃園市,平鎮區,324,桃園市平鎮區復旦路二段122號,(03)4932476,https://www.fdhs.tyc.edu.tw/school.htm,,,270520.09,2760082.6
高級中等學校,31312,桃園市治平高中,桃園市,楊梅區,326,桃園市楊梅區埔心中興路137號,(03)4823636,http://www.cpshs.tyc.edu.tw/home,,,268909.54,2756481.28
高級中等學校,31313,桃園市振聲高中,桃園市,桃園區,330,桃園市桃園區復興路439號,(03)3322605 ,http://www.fxsh.tyc.edu.tw,,,280432.161,2764773.895
高級中等學校,31317,私立光啟高中,桃園市,龜山區,333,桃園市龜山區自由街40號,(02)82098313,http://www.phsh.tyc.edu.tw,,,290657.72,2768031.28
高級中等學校,31318,桃園市啟英高中,桃園市,中壢區,320,桃園市中壢區中園路447號,(03)4523036,http://web.cyvs.tyc.edu.tw/html/,,,273753,2763040.01
高級中等學校,31319,桃園市清華高中,桃園市,新屋區,327,桃園市新屋區中華路658號,(03)4771196,http://www.chvs.tyc.edu.tw,,,260890,2763710.01
高級中等學校,31320,桃園市新興高中,桃園市,八德區,334,桃園市八德區永豐路563號,(03)3796996,http://www.hshs.tyc.edu.tw,,,277435.146,2763041.602
高級中等學校,31323,私立至善高中,桃園市,大溪區,335,桃園市大溪區康莊路645號,(03)3887528,http://www.tzsavs.tyc.edu.tw,,,278742,2751100.01
高級中等學校,31324,桃園市大興高中,桃園市,大園區,337,桃園市大園區永興路142號,(03)3862330,http://www.dxhs.tyc.edu.tw,,,269417.62,2772653.66
高級中等學校,31326,私立大華高中,桃園市,楊梅區,326,桃園市楊梅區三民路二段200號,(03)4820506,http://www.thsh.tyc.edu.tw,,,267614.44,2752782.89
高級中等學校,31414,私立成功工商,桃園市,龜山區,333,桃園市龜山區新興里明德路162巷100號,(03)3294187,http://www.ckvs.tyc.edu.tw,,,284418.06,2764596.37
高級中等學校,31415,私立方曙商工,桃園市,龍潭區,325,桃園市龍潭區上林里中原路一段50號,(03)4796345,http://www.fsvs.tyc.edu.tw,,,270304.86,2749983.56
高級中等學校,31421,私立永平工商,桃園市,楊梅區,326,桃園市楊梅區(埔心)永平路480號,(03)4822464,http://www.ypvs.tyc.edu.tw,,,267563,2756870.01
高級中等學校,33302,市立龍潭高中,桃園市,龍潭區,325,桃園市龍潭區神龍路155號,(03)4792829,http://www.ltsh.tyc.edu.tw/bin/home.php,,,271533.08,2750451.06
高級中等學校,33304,市立桃園高中,桃園市,桃園區,330,桃園市桃園區成功路三段38號,(03)3946001,http://www.tysh.tyc.edu.tw,,,282948.497,2765744.06
高級中等學校,33306,市立武陵高中,桃園市,桃園區,330,桃園市桃園區中山路889號,(03)3698170,http://www.wlsh.tyc.edu.tw,,,278834.734,2764503.642
高級中等學校,33316,市立楊梅高中,桃園市,楊梅區,326,桃園市楊梅區高獅路5號,(03)4789618,http://www.ymhs.tyc.edu.tw/,,,265020.31,2757076.81
高級中等學校,33325,市立陽明高中,桃園市,桃園區,330,桃園市桃園區德壽街8號,(03)3672706,http://www.pymhs.tyc.edu.tw,,,280655.15,2763764.9
高級中等學校,33327,市立內壢高中,桃園市,中壢區,320,桃園市中壢區成章四街120號,(03)4528080,http://www.nlhs.tyc.edu.tw,,,275886.877,2763384.454
高級中等學校,33407,市立中壢高商,桃園市,中壢區,320,桃園市中壢區中央西路二段141巷100號,(03)4929871,http://www.clvsc.tyc.edu.tw,,,271689.564,2761619.726
高級中等學校,33408,市立中壢家商,桃園市,中壢區,320,桃園市中壢區德育路36號,(03)4271627,http://www.pclhvs.cl.edu.tw,,,272224.671,2760588.96
高級中等學校,34306,市立南崁高中,桃園市,蘆竹區,338,桃園市蘆竹區五福里仁愛路2段1號,(03)3525580,http://www.nkjh.tyc.edu.tw,,,280025.3,2771620.64
高級中等學校,34312,市立大溪高中,桃園市,大溪區,335,桃園市大溪區康莊路641號,(03)3878628,http://www.dssh.tyc.edu.tw,,,278796.91,2751303.88
高級中等學校,34314,市立壽山高中,桃園市,龜山區,333,桃園市龜山區大同路23號,(03)3501778,http://www.sssh.tyc.edu.tw,,,284417.53,2765245.79
高級中等學校,34319,市立平鎮高中,桃園市,平鎮區,324,桃園市平鎮區環南路三段100號,(03)4287288,http://www.pjhs.tyc.edu.tw,,,272123.11,2759095.51
高級中等學校,34332,市立觀音高中,桃園市,觀音區,328,桃園市觀音區新坡里中山路2段519號,(03)4981464,http://www.gish.tyc.edu.tw,,,263406.79,2767425.34
高級中等學校,34335,市立新屋高級中等學校,桃園市,新屋區,327,桃園市新屋區中興路111號,(03)4772029,http://www.swjh.tyc.edu.tw/,,,260281.58,2762469.58
高級中等學校,34347,市立永豐高中,桃園市,八德區,334,桃園市八德區永豐路609號,(03)3692679,http://www.yfms.tyc.edu.tw,,,277269.3,2763094.34
高級中等學校,34399,市立大園國際高中,桃園市,大園區,337,桃園市大園區大成路二段8號,(03)3813001,http://www.dysh.tyc.edu.tw,,,272253.86,2768195.87
高級中等學校,40302,國立竹東高中,新竹縣,竹東鎮,310,新竹縣竹東鎮大林路2號,(03)5962024,http://www.ctsh.hcc.edu.tw,,,258783.32,2736159.6
高級中等學校,40304,國立關西高中,新竹縣,關西鎮,306,新竹縣關西鎮東安里中山東路2號,(03)5872049,https://www.khsh.hcc.edu.tw/,,,268820.046,2742507.819
高級中等學校,40308,國立竹北高中,新竹縣,竹北市,302,新竹縣竹北市中央路3號,(03)5517330,http://www.cpshs.hcc.edu.tw,,,250416.409,2747719.471
高級中等學校,41303,私立義民高中,新竹縣,竹北市,302,新竹縣竹北市中正西路15號,(03)5552020,http://www.ymsh.hcc.edu.tw,,,250423.1,2747951.28
高級中等學校,41305,私立忠信高中,新竹縣,新豐鄉,304,新竹縣新豐鄉忠信街178號,(03)5595775 ,https://www.chhs.hcc.edu.tw/,,,250210.221,2752640.649
高級中等學校,41306,私立東泰高中,新竹縣,竹東鎮,310,新竹縣竹東鎮東峰路343號,(03)5961232,http://www.ttsh.hcc.edu.tw,,,259994.168,2733806.388
高級中等學校,41307,私立仰德高中,新竹縣,新豐鄉,304,新竹縣新豐鄉員山村133號,(03)5592158,http://www.ydvs.hcc.edu.tw,,,250521.179,2752601.825
高級中等學校,41401,私立內思高工,新竹縣,新埔鎮,305,新竹縣新埔鎮楊新路一段40號,(03)5882520,http://www.savs.hcc.edu.tw,,,258286.345,2746757.701
高級中等學校,44311,縣立六家高級中學,新竹縣,竹北市,302,新竹縣竹北市嘉興路356號,(03)5503824,http://www.ljjh.hcc.edu.tw/,,,253234.535,2745944.511
高級中等學校,44320,縣立湖口高中,新竹縣,湖口鄉,303,新竹縣湖口鄉中正路二段263巷21號,(03)5690772,http://www.hkhs.hcc.edu.tw,,,255237.196,2753681.69
高級中等學校,50303,國立苗栗高中,苗栗縣,苗栗市,360,苗栗縣苗栗市至公路183號,(037)320072,http://www.mlsh.mlc.edu.tw,,,231426.612,2716990.12
高級中等學校,50310,國立竹南高中,苗栗縣,竹南鎮,350,苗栗縣竹南鎮中正路98號,(037)476855,http://www.cnsh.mlc.edu.tw,,,237329.625,2730768.192
高級中等學校,50314,國立卓蘭高中,苗栗縣,卓蘭鎮,369,苗栗縣卓蘭鎮老庄里161號,(04)25892007,http://w2.cles.mlc.edu.tw/,,,232646.36,2689615.13
高級中等學校,50315,國立苑裡高中,苗栗縣,苑裡鎮,358,苗栗縣苑裡鎮育才街100號,(037)868680,http://www.ylsh.mlc.edu.tw,,,215150.223,2704712.222
高級中等學校,50401,國立大湖農工,苗栗縣,大湖鄉,364,苗栗縣大湖鄉大寮村竹高屋68號,(037)992216,http://www.thvs.mlc.edu.tw,,,235962.2,2701695.28
高級中等學校,50404,國立苗栗農工,苗栗縣,苗栗市,360,苗栗縣苗栗市經國路二段491號,(037)329281,http://www.mlaivs.mlc.edu.tw,,,233198.719,2716656.75
高級中等學校,50407,國立苗栗高商,苗栗縣,苗栗市,360,苗栗縣苗栗市電台街7號,(037)356001,http://www.mlvs.mlc.edu.tw,,,231229,2716820.01
高級中等學校,51302,私立君毅高中,苗栗縣,竹南鎮,350,苗栗縣竹南鎮公義路245號,(037)622009,http://www.cish.mlc.edu.tw,,,238177.073,2732686.251
高級中等學校,51305,私立大成高中,苗栗縣,頭份市,351,苗栗縣頭份市新華里下新店65號,(037)663371,http://www.tcsh.mlc.edu.tw,,,243786,2730470.01
高級中等學校,51306,私立建臺高中,苗栗縣,苗栗市,360,苗栗縣苗栗市福麗里至公路251號,(037)353270,http://www.ctsh.mlc.edu.tw,,,231247.537,2717069.992
高級中等學校,51307,私立全人實驗高中,苗栗縣,卓蘭鎮,369,苗栗縣卓蘭鎮內灣里內灣141-3號,(04)25896909,http://holistic.org.tw/,,,236056.23,2688816.28
高級中等學校,51408,私立中興商工,苗栗縣,竹南鎮,350,苗栗縣竹南鎮大營路211號,(037)467360,http://www.csvs.mlc.edu.tw,,,237104.286,2731230.194
高級中等學校,51411,私立育民工家,苗栗縣,苗栗市,360,苗栗縣苗栗市水源里育民街37號,(037)353888,http://www.ymvs.mlc.edu.tw,,,231169.582,2714619.836
高級中等學校,51412,私立賢德工商,苗栗縣,通霄鎮,357,苗栗縣通霄鎮五北里74之1號,(037)751011,http://www.sdvs.mlc.edu.tw,,,217106.371,2707685.724
高級中等學校,51413,私立龍德家商,苗栗縣,苑裡鎮,358,苗栗縣苑裡鎮房裡里南房75之1號,(037)851277,http://www.ldvs.mlc.edu.tw/,,,213890.294,2702529.802
高級中等學校,54308,縣立三義高中,苗栗縣,三義鄉,367,苗栗縣三義鄉廣盛村11鄰122號,(037)872015,https://sjh.mlc.edu.tw/Home/Index.php,,,226258.26,2700440.78
高級中等學校,54309,縣立苑裡高中,苗栗縣,苑裡鎮,358,苗栗縣苑裡鎮客庄里1鄰初中路2號,(037)861042,http://www.yljh.mlc.edu.tw,,,215898,2703540.01
高級中等學校,54317,縣立興華高中,苗栗縣,頭份市,351,苗栗縣頭份市中正一路401號,(037)663403,http://www.shhs.mlc.edu.tw,,,243517.141,2730972.564
高級中等學校,54333,縣立大同高中,苗栗縣,竹南鎮,350,苗栗縣竹南鎮大埔里六鄰公義路890號,(037)580566,https://dtsh.mlc.edu.tw/Home/Index.php,,,239409.557,2733428.826
高級中等學校,60322,國立興大附中,臺中市,大里區,412,臺中市大里區東榮路369號,(04)24875199,http://www.dali.tc.edu.tw,,,217823.85,2667190.4
高級中等學校,60323,國立中科實驗高級中學,臺中市,大雅區,428,臺中市大雅區平和路227號,(04)25686850,http://www.nehs.tc.edu.tw,,,212028.748,2680515.527
高級中等學校,61301,財團法人常春藤高中,臺中市,潭子區,427,臺中市潭子區潭興路一段165巷320號,(04)25395066,http://www.ivyjhs.tc.edu.tw,,,221217.808,2676583.067
高級中等學校,61306,私立明台高中,臺中市,霧峰區,413,臺中市霧峰區萊園路91號,(04)23393071,http://www.mths.tc.edu.tw,,,219796.025,2661894.75
高級中等學校,61309,私立致用高中,臺中市,大甲區,437,臺中市大甲區甲東路512號,(04)26872354,http://www.cycivs.tc.edu.tw,,,212547.58,2692880.52
高級中等學校,61310,私立大明高中,臺中市,大里區,412,臺中市大里區新仁路三段210號,(04)24821027,http://www.tmsh.tc.edu.tw,,,218074.42,2667946.37
高級中等學校,61311,私立嘉陽高中,臺中市,清水區,436,臺中市清水區中航路三段1號,(04)26152168,http://www.cysh.tc.edu.tw,,,207742.686,2684578.73
高級中等學校,61313,私立明道高中,臺中市,烏日區,414,臺中市烏日區中山路一段497號,(04)23372101,http://www.mingdao.edu.tw,,,212875.182,2666764.455
高級中等學校,61314,私立僑泰高中,臺中市,大里區,412,臺中市大里區樹王路342號,(04)24063936,http://www.ctas.tc.edu.tw,,,216147.87,2667447.61
高級中等學校,61315,私立華盛頓高中,臺中市,太平區,411,臺中市太平區廍仔坑路26號(原弘仁),(04)23934712,http://www.whs.tc.edu.tw,,,224122,2672580.01
高級中等學校,61316,私立青年高中,臺中市,大里區,412,臺中市大里區中湖路100號,(04)24954181,http://www.youth.tc.edu.tw,,,218870.13,2664744.37
高級中等學校,61317,私立弘文高中,臺中市,潭子區,427,臺中市潭子區弘文街100號,(04)25340011,http://www.hwhs.tc.edu.tw,,,219963.422,2680127.268
高級中等學校,61318,私立立人高中,臺中市,大里區,412,臺中市大里區中興路二段380號,(04)24834138,http://www.lzsh.tc.edu.tw,,,218446.42,2666797.48
高級中等學校,61319,私立玉山高中,臺中市,東勢區,423,臺中市東勢區東崎路四段399號,(04)25771313,http://www.yssh.tc.edu.tw,,,234282.865,2682781.865
高級中等學校,61321,私立慈明高中,臺中市,太平區,411,臺中市太平區光德路388號,(04)22713911,http://www.tmhs.tc.edu.tw,,,222063.31,2666850.29
高級中等學校,61322,華德福大地實驗學校,臺中市,烏日區,414,臺中市烏日區公園路36號,(04)23377520,http://www.motherearth.com.tw/,,,212155.872,2666418.099
高級中等學校,63303,市立大甲高中,臺中市,大甲區,437,臺中市大甲區中山路一段720號,(04)26877165,http://www.djsh.tc.edu.tw/,,,211606.511,2692957.746
高級中等學校,63305,市立清水高中,臺中市,清水區,436,臺中市清水區中山路90號,(04)26222116,http://www.cshs.tc.edu.tw,,,206763.079,2684477.144
高級中等學校,63312,市立豐原高中,臺中市,豐原區,420,臺中市豐原區水源路150號,(04)25290381,http://www.fysh.tc.edu.tw/,,,223795.2,2683424.06
高級中等學校,63401,市立豐原高商,臺中市,豐原區,420,臺中市豐原區圓環南路50號,(04)25283556,http://www.fyvs.tc.edu.tw/,,,220838.31,2682290.89
