學校級別,代碼,學校名稱,縣市別,鄉鎮市區,郵遞區號,地址,電話,網址,體系別,"地區
屬性",X 坐標,Y 坐標
國民小學,14647,市立清水國小,新北市,土城區,236,新北市土城區金城路二段356號,(02)22618316,http://www.cses.ntpc.edu.tw,,,296590.855,2764129.146
國民小學,14648,市立頂埔國小,新北市,土城區,236,新北市土城區頂福里中央路四段205號,(02)22686800,http://www.dpes.ntpc.edu.tw,,,291837.703,2760990.163
國民小學,14649,市立廣福國小,新北市,土城區,236,新北市土城區學府路一段127號,(02)22626782,http://www.gfes.ntpc.edu.tw,,,295922.337,2764409.436
國民小學,14650,市立汐止國小,新北市,汐止區,221,新北市汐止區大同路二段313號,(02)26477271,http://www.hjes.ntpc.edu.tw,,,316105.971,2773350.12
國民小學,14651,市立長安國小,新北市,汐止區,221,新北市汐止區長興街一段80號,(02)86480944,http://www.chanes.ntpc.edu.tw,,,317657.835,2774738.204
國民小學,14652,市立保長國小,新北市,汐止區,221,新北市汐止區大同路三段553號,(02)86482502,http://www.bjes.ntpc.edu.tw,,,318716.622,2773910.384
國民小學,14653,市立崇德國小,新北市,汐止區,221,新北市汐止區茄苳里茄苳路158號,(02)86482052,http://www.cdps.ntpc.edu.tw,,,317491.854,2773635.098
國民小學,14654,市立北港國小,新北市,汐止區,221,新北市汐止區汐萬路二段279號,(02)26462832,http://www.bkes.ntpc.edu.tw,,,315067.657,2775806.447
國民小學,14655,市立北峰國小,新北市,汐止區,221,新北市汐止區中興里環河街1號,(02)26941817,http://www.pfes.ntpc.edu.tw,,,313845.916,2772995.686
國民小學,14656,市立東山國小,新北市,汐止區,221,新北市汐止區東山里汐平路二段76號,(02)26416170,http://www.dsps.ntpc.edu.tw,,,320614.338,2772602.718
國民小學,14657,市立白雲國小,新北市,汐止區,221,新北市汐止區福山里民權街二段90號,(02)26403909,http://www.pyps.ntpc.edu.tw,,,312448.947,2771206.803
國民小學,14658,市立萬里國小,新北市,萬里區,207,新北市萬里區瑪鋉路18號,(02)24922034,http://www.wlps.ntpc.edu.tw,,偏遠,319367.481,2785468.33
國民小學,14659,市立野柳國小,新北市,萬里區,207,新北市萬里區野柳里港東路167號,(02)24922512,http://www.ylps.ntpc.edu.tw,,偏遠,319522,2788740.011
國民小學,14660,市立大鵬國小,新北市,萬里區,207,新北市萬里區大鵬里加投路14號,(02)24988131,http://www.tpes.ntpc.edu.tw,,偏遠,315596,2789020.011
國民小學,14661,市立大坪國小,新北市,萬里區,207,新北市萬里區雙興里大坪路1號,(02)24929461,http://www.dpps.ntpc.edu.tw,,特偏,314390,2784450.01
國民小學,14662,市立崁腳國小,新北市,萬里區,207,新北市萬里區崁脚里崁脚路59號,(02)24922037,http://www.kjps.ntpc.edu.tw,,偏遠,315498,2783730.01
國民小學,14663,市立金山國小,新北市,金山區,208,新北市金山區中山路234號,(02)24981125,http://www.tpcses.ntpc.edu.tw,,偏遠,314134.664,2790625.488
國民小學,14664,市立中角國小,新北市,金山區,208,新北市金山區萬壽里海興路49號,(02)24982413,http://www.jjps.ntpc.edu.tw,,偏遠,313527.91,2792482.717
國民小學,14665,市立三和國小,新北市,金山區,208,新北市金山區重和里11鄰六股林口38號,(02)24080417,http://www.sanho.ntpc.edu.tw,,偏遠,310748.086,2790158.803
國民小學,14666,市立新店國小,新北市,新店區,231,新北市新店區新店路2號,(02)29103483,http://www.xdes.ntpc.edu.tw/,,,304551.822,2760670.25
國民小學,14667,市立直潭國小,新北市,新店區,231,新北市新店區直潭路92號,(02)26667278,http://www.jtes.ntpc.edu.tw,,,303659.036,2758994.616
國民小學,14668,市立青潭國小,新北市,新店區,231,新北市新店區北宜路二段80號,(02)22173146,http://www.chtes.ntpc.edu.tw,,,305843,2760660.01
國民小學,14669,市立雙峰國小,新北市,新店區,231,新北市新店區北宜路三段66號,(02)22174543,http://www.sfes.ntpc.edu.tw,,,308111.386,2760523.225
國民小學,14670,市立大豐國小,新北市,新店區,231,新北市新店區民族路108號,(02)22192619,http://www.dfes.ntpc.edu.tw,,,304335.5,2763401.97
國民小學,14671,市立中正國小,新北市,新店區,231,新北市新店區三民路36號,(02)29125432,http://www.ccps.ntpc.edu.tw,,,304181.221,2762754.304
國民小學,14672,市立安坑國小,新北市,新店區,231,新北市新店區安忠路36號,(02)22110560,http://www.takes.ntpc.edu.tw,,,301915.729,2761589.552
國民小學,14673,市立雙城國小,新北市,新店區,231,新北市新店區安康路三段322號,(02)22156511,http://www.tcsps.ntpc.edu.tw,,,299130.709,2760556.813
國民小學,14674,市立屈尺國小,新北市,新店區,231,新北市新店區屈尺路55號,(02)26667490,http://www.ccyes.ntpc.edu.tw,,,305175.954,2757305.47
國民小學,14675,市立龜山國小,新北市,新店區,231,新北市新店區新烏路三段99巷10號,(02)26667317,http://www.gses.ntpc.edu.tw,,,305886.037,2755057.816
國民小學,14676,市立深坑國小,新北市,深坑區,222,新北市深坑區深坑里文化街45號,(02)26624675,http://www.tskes.ntpc.edu.tw,,,312267.27,2766118.912
國民小學,14677,市立石碇國小,新北市,石碇區,223,新北市石碇區石碇里石碇西街15號,(02)26631244,http://www.stes.ntpc.edu.tw,,偏遠,316521.151,2764860.711
國民小學,14678,市立和平國小,新北市,石碇區,223,新北市石碇區隆盛里八分寮5號,(02)26631405,http://www.hpps.ntpc.edu.tw,,偏遠,314770.329,2767222.679
國民小學,14679,市立永定國小,新北市,石碇區,223,新北市石碇區永定里靜安路一段245號,(02)26631288,http://www.tydes.ntpc.edu.tw,,偏遠,319444.116,2766817.27
國民小學,14680,市立雲海國小,新北市,石碇區,223,新北市石碇區北宜路五段坑內巷1號,(02)26651715,http://www.whies.ntpc.edu.tw,,偏遠,314343.388,2760737.053
國民小學,14682,市立坪林國小,新北市,坪林區,232,新北市坪林區坪林里坪林街114號,(02)26656213,http://www.plnes.ntpc.edu.tw,,偏遠,321794.392,2758902.935
國民小學,14684,市立烏來國(中)小,新北市,烏來區,233,新北市烏來區啦卡路5號,(02)26616482,http://www.wups.ntpc.edu.tw,,特偏,306005.822,2750721.396
國民小學,14685,市立福山國小,新北市,烏來區,233,新北市烏來區福山里李茂岸56號,(02)26616124,http://www.fses.ntpc.edu.tw,,極偏,300761.112,2741206.277
國民小學,14686,市立瑞芳國小,新北市,瑞芳區,224,新北市瑞芳區龍川里中山路2號,(02)24972058,http://www.rfes.ntpc.edu.tw,,,331074,2777970.01
國民小學,14687,市立義方國小,新北市,瑞芳區,224,新北市瑞芳區龍山里逢甲路360號,(02)24970961,http://www.jfps.ntpc.edu.tw,,偏遠,330893.063,2778544.302
國民小學,14688,市立瑞柑國小,新北市,瑞芳區,224,新北市瑞芳區明燈路一段18巷13號,(02)24971009,http://www.rges.ntpc.edu.tw,,偏遠,333024,2778230.01
國民小學,14689,市立瑞濱國小,新北市,瑞芳區,224,新北市瑞芳區瑞濱路34號,(02)24978184,http://www.jpes.ntpc.edu.tw,,偏遠,332843.098,2778969.783
國民小學,14690,市立九份國小,新北市,瑞芳區,224,新北市瑞芳區永慶里崙頂路145號,(02)24972263,http://www.jfes.ntpc.edu.tw,,偏遠,335054,2777910.01
國民小學,14691,市立瓜山國小,新北市,瑞芳區,224,新北市瑞芳區石山里五號路306號,(02)24962036,http://www.gsps.ntpc.edu.tw,,偏遠,336406.973,2778363.434
國民小學,14692,市立濂洞國小,新北市,瑞芳區,224,新北市瑞芳區濓洞里洞頂路101巷80號,(02)24961330,https://www.ldes.ntpc.edu.tw/,,偏遠,336700,2779600.01
國民小學,14693,市立猴硐國小,新北市,瑞芳區,224,新北市瑞芳區弓橋里九芎橋路69-1號,(02)24960450,http://www.htes.ntpc.edu.tw,,偏遠,334039.541,2776629.287
國民小學,14694,市立瑞亭國小,新北市,瑞芳區,224,新北市瑞芳區四腳亭埔路23號,(02)24971726,http://www.rtes.ntpc.edu.tw,,偏遠,328397,2777390.01
國民小學,14695,市立吉慶國小,新北市,瑞芳區,224,新北市瑞芳區吉安里大埔路95號,(02)24576405,http://www.cces.ntpc.edu.tw,,,327029,2777110.01
國民小學,14696,市立鼻頭國小,新北市,瑞芳區,224,新北市瑞芳區鼻頭里鼻頭路99號,(02)24911571,http://www.pitoues.ntpc.edu.tw,,偏遠,342716.938,2779470.461
國民小學,14697,市立雙溪國小,新北市,雙溪區,227,新北市雙溪區共和里東榮街54號,(02)24931005,http://www.sses.ntpc.edu.tw,,偏遠,337514,2769760.01
國民小學,14698,市立柑林國小,新北市,雙溪區,227,新北市雙溪區長源里柑腳3號,(02)24931624,http://www.gles.ntpc.edu.tw,,特偏,331203.868,2767694.474
國民小學,14699,市立上林國小,新北市,雙溪區,227,新北市雙溪區上林里內平林60號,(02)24931671,http://www.ulps.ntpc.edu.tw,,偏遠,333960.918,2769251.275
國民小學,14700,市立牡丹國小,新北市,雙溪區,227,新北市雙溪區三貂里政光路3號,(02)24931240,http://www.mdps.ntpc.edu.tw,,偏遠,335933.751,2772995.676
國民小學,14702,市立貢寮國小,新北市,貢寮區,228,新北市貢寮區雙玉里學苑街7號,(02)24941274,http://www.kles.ntpc.edu.tw,,偏遠,342354.853,2768528.175
國民小學,14703,市立福隆國小,新北市,貢寮區,228,新北市貢寮區福隆里東興街35號,(02)24991449,http://www.flps.ntpc.edu.tw,,偏遠,345750.876,2768008.975
國民小學,14704,市立澳底國小,新北市,貢寮區,228,新北市貢寮區真理里延平街10號,(02)24901432,http://www.aodi.ntpc.edu.tw/,,偏遠,343292.236,2772176.035
國民小學,14706,市立和美國小,新北市,貢寮區,228,新北市貢寮區和美里龍洞街1之9號,(02)24909431,http://www.hmps.ntpc.edu.tw,,偏遠,342715.799,2778534.781
國民小學,14708,市立福連國小,新北市,貢寮區,228,新北市貢寮區福連里福連街1號,(02)24991194,http://www.fulps.ntpc.edu.tw,,偏遠,349800.19,2767934.187
國民小學,14709,市立平溪國小,新北市,平溪區,226,新北市平溪區平溪街56號,(02)24951038,http://www.pses.ntpc.edu.tw,,偏遠,324423,2769010.01
國民小學,14710,市立菁桐國小,新北市,平溪區,226,新北市平溪區菁桐街45號,(02)24951009,http://www.tgtes.ntpc.edu.tw/,,偏遠,323365,2768540.01
國民小學,14711,市立十分國小,新北市,平溪區,226,新北市平溪區十分里十分街157號,(02)24958305,http://www.tsfes.ntpc.edu.tw,,偏遠,328496,2770850.01
國民小學,14712,市立淡水國小,新北市,淡水區,251,新北市淡水區協元里中山路160號,(02)26212755,http://www.tsps.ntpc.edu.tw,,,294488.703,2785054.09
國民小學,14713,市立育英國小,新北市,淡水區,251,新北市淡水區埤島里14號,(02)26214390,http://www.yies.ntpc.edu.tw,,,294834.942,2787677.523
國民小學,14714,市立文化國小,新北市,淡水區,251,新北市淡水區文化里真理街6號,(02)26212031,http://www.twhps.ntpc.edu.tw,,,294087.158,2785118.076
國民小學,14715,市立天生國小,新北市,淡水區,251,新北市淡水區淡海路72巷26號,(02)28052695,http://www.tisnes.ntpc.edu.tw,,,292764.656,2785955.197
國民小學,14716,市立水源國小,新北市,淡水區,251,新北市淡水區水源里北新路二段15號,(02)26211347,http://www.hyes.ntpc.edu.tw,,,298028.378,2786444.244
國民小學,14717,市立興仁國小,新北市,淡水區,251,新北市淡水區興仁路101巷10號,(02)26213783,http://www.shrens.ntpc.edu.tw,,,295453.583,2789942.622
國民小學,14718,市立忠山實驗小學,新北市,淡水區,251,新北市淡水區忠山里行忠路899號,(02)26216139,http://www.tcses.ntpc.edu.tw,,,298370.7,2788066.091
國民小學,14719,市立屯山國小,新北市,淡水區,251,新北市淡水區淡金路五段111號,(02)28012591,http://www.ttses.ntpc.edu.tw,,,295976.848,2792144.525
國民小學,14720,市立中泰國小,新北市,淡水區,251,新北市淡水區中和里北勢子5號,(02)28012033,http://www.ctps.ntpc.edu.tw,,,298831.946,2790682.814
國民小學,14721,市立坪頂國小,新北市,淡水區,251,新北市淡水區坪頂路757號,(02)86263105,http://www.pdes.ntpc.edu.tw,,,298782,2783376
國民小學,14722,市立竹圍國小,新北市,淡水區,251,新北市淡水區中正東路二段145號,(02)28091475,http://www.cwps.ntpc.edu.tw,,,296402.14,2782198.004
國民小學,14723,市立石門國小,新北市,石門區,253,新北市石門區尖鹿里中央路9號,(02)26381263,http://www.smes.ntpc.edu.tw,,偏遠,307123,2798270.011
國民小學,14724,市立乾華國小,新北市,石門區,253,新北市石門區茂林里茂林社區74號,(02)26381269,http://www.cwes.ntpc.edu.tw/,,特偏,309660.916,2795733.481
國民小學,14725,市立老梅國小,新北市,石門區,253,新北市石門區老梅里老梅路10號,(02)26381258,http://www.lmes.ntpc.edu.tw,,偏遠,304890,2797890.011
國民小學,14726,市立三芝國小,新北市,三芝區,252,新北市三芝區埔頭里育英街22號,(02)26362005,http://www.sces.ntpc.edu.tw,,,300529.202,2794435.516
國民小學,14727,市立橫山國小,新北市,三芝區,252,新北市三芝區橫山里86號,(02)26362473,http://www.hses.ntpc.edu.tw,,,303362.36,2794558.868
國民小學,14728,市立興華國小,新北市,三芝區,252,新北市三芝區興華里5號,(02)26371366,http://www.hhes.ntpc.edu.tw,,,300507.128,2788162.918
國民小學,14729,市立新莊國小,新北市,新莊區,242,新北市新莊區立人里中正路86號,(02)29931201,http://www.scps.ntpc.edu.tw,,,296057.888,2769949.823
國民小學,14730,市立中港國小,新北市,新莊區,242,新北市新莊區立志里中港一街142號,(02)29925550,http://www.jgps.ntpc.edu.tw,,,295120.76,2770844.127
國民小學,14731,市立思賢國小,新北市,新莊區,242,新北市新莊區自立街229號,(02)29980443,http://www.sies.ntpc.edu.tw,,,296068.058,2770901.842
國民小學,14732,市立頭前國小,新北市,新莊區,242,新北市新莊區頭前里化成路231號,(02)29920238,http://www.tcps.ntpc.edu.tw,,,297031.206,2771720.746
國民小學,14733,市立國泰國小,新北市,新莊區,242,新北市新莊區中正路386號,(02)29043693,http://www.gtps.ntpc.edu.tw,,,294574.299,2769635.101
國民小學,14734,市立豐年國小,新北市,新莊區,242,新北市新莊區國泰里瓊泰路116號,(02)22017102,http://www.fnes.ntpc.edu.tw,,,294738.97,2769276.825
國民小學,14735,市立丹鳳國小,新北市,新莊區,242,新北市新莊區新北大道七段437號,(02)29035355,https://w3.tfon.ntpc.edu.tw/,,,291762.57,2768520.059
國民小學,14736,市立光華國小,新北市,新莊區,242,新北市新莊區龍安路452號,(02)22058866,http://www.ghes.ntpc.edu.tw,,,292960,2767790.01
國民小學,14737,市立民安國小,新北市,新莊區,242,新北市新莊區民全里民安路二六一號,(02)22056777,http://www.maes.ntpc.edu.tw,,,293174.66,2768241.809
國民小學,14738,市立昌隆國小,新北市,新莊區,242,新北市新莊區昌隆街63號,(02)29962351,http://www.clps.ntpc.edu.tw,,,295949.669,2771548.452
國民小學,14739,市立泰山國小,新北市,泰山區,243,新北市泰山區泰林路二段255號,(02)29098842,http://www.tses.ntpc.edu.tw,,,293512.201,2772752.133
國民小學,14740,市立明志國小,新北市,泰山區,243,新北市泰山區新生路2號,(02)29061133,http://www.mjes.ntpc.edu.tw,,,293131.533,2770857.16
國民小學,14741,市立成州國小,新北市,五股區,248,新北市五股區成泰路三段493號,(02)22933613,http://www.cjoes.ntpc.edu.tw,,,295438.653,2776904.183
國民小學,14742,市立更寮國小,新北市,五股區,248,新北市五股區四維路2號,(02)29824591,http://www.glps.ntpc.edu.tw,,,297144.315,2773714.335
國民小學,14743,市立五股國小,新北市,五股區,248,新北市五股區五股里成泰路二段49號,(02)22917191,http://www.wkes.ntpc.edu.tw,,,294093.563,2774959.095
國民小學,14744,市立蘆洲國小,新北市,蘆洲區,247,新北市蘆洲區中正路100號,(02)22816202,http://www.lces.ntpc.edu.tw,,,297411.389,2775169.615
國民小學,14745,市立鷺江國小,新北市,蘆洲區,247,新北市蘆洲區民族路7號,(02)22819980,http://www.lcps.ntpc.edu.tw,,,298108.064,2775314.46
國民小學,14746,市立八里國小,新北市,八里區,249,新北市八里區舊城里中山路二段338號,(02)26102217,http://www.ples.ntpc.edu.tw,,,290632.812,2782399.024
國民小學,14747,市立長坑國小,新北市,八里區,249,新北市八里區中華路三段236號,(02)26102037,http://www.ckes.ntpc.edu.tw,,,289374.497,2779740.077
國民小學,14748,市立米倉國小,新北市,八里區,249,新北市八里區米倉里龍米路2段129巷1號,(02)26182202,http://www.mtes.ntpc.edu.tw,,,294904.954,2782117.107
國民小學,14749,市立林口國小,新北市,林口區,244,新北市林口區菁湖里林口路76號,(02)26011010,http://www.lkes.ntpc.edu.tw,,,289330.171,2774788.499
國民小學,14750,市立南勢國小,新北市,林口區,244,新北市林口區南勢五街2號,(02)26091020,http://www.nses.ntpc.edu.tw,,,286205.46,2774157.948
國民小學,14751,市立嘉寶國小,新北市,林口區,244,新北市林口區嘉寶里22號,(02)26052716,http://www.jbes.ntpc.edu.tw,,偏遠,284221.806,2777821.142
國民小學,14752,市立瑞平國小,新北市,林口區,244,新北市林口區太平里後坑路34之1號,(02)26052779,http://www.rpes.ntpc.edu.tw,,,285223.811,2780043.997
國民小學,14753,市立興福國小,新北市,林口區,244,新北市林口區下福里20鄰10-1號,(02)26062895,http://www.hfps.ntpc.edu.tw,,偏遠,281566.853,2778262.244
國民小學,14754,市立三重國小,新北市,三重區,241,新北市三重區三和路三段1號,(02)29722095,http://www.tsces.ntpc.edu.tw,,,300168.469,2773668.848
國民小學,14755,市立永福國小,新北市,三重區,241,新北市三重區永福里永福街66號,(02)22876716,http://www.yfes.ntpc.edu.tw/,,,298485.666,2774393.268
國民小學,14756,市立光榮國小,新北市,三重區,241,新北市三重區介壽路32號,(02)29730392,http://www.kjpps.ntpc.edu.tw,,,300574.343,2773727.453
國民小學,14757,市立厚德國小,新北市,三重區,241,新北市三重區忠孝路一段70號,(02)29868825,http://www.hdes.ntpc.edu.tw,,,299304.114,2773821.866
國民小學,14758,市立碧華國小,新北市,三重區,241,新北市三重區五華街160號,(02)28577792,http://www.bhes.ntpc.edu.tw,,,299504.68,2775216.338
國民小學,14759,市立三光國小,新北市,三重區,241,新北市三重區同安里大同南路157號,(02)29753308,https://www.skes.ntpc.edu.tw/,,,300119.105,2772089.295
國民小學,14760,市立光興國小,新北市,三重區,241,新北市三重區正義南路62號,(02)29755352,http://www.kses.ntpc.edu.tw,,,300336.111,2772392.219
國民小學,14761,市立正義國小,新北市,三重區,241,新北市三重區信義西街31號,(02)29853138,http://www.jyes.ntpc.edu.tw,,,300052.148,2773007.291
國民小學,14762,市立修德國小,新北市,三重區,241,新北市三重區重陽路三段3號,(02)29800495,http://www.sude.ntpc.edu.tw,,,299323.801,2773202.809
國民小學,14763,市立二重國小,新北市,三重區,241,新北市三重區二重里大有街10號,(02)29846446,http://www.eces.ntpc.edu.tw,,,298221.156,2773084.216
國民小學,14764,市立興穀國小,新北市,三重區,241,新北市三重區五谷王北街46號,(02)29990725,http://www.skps.ntpc.edu.tw,,,297974.846,2771418.223
國民小學,14765,市立興化國小,新北市,新莊區,248,新北市新莊區福興里五工二路50巷2號,(02)22991001,http://www.tshes.ntpc.edu.tw,,,296573.112,2773158.062
國民小學,14766,市立中山國小,新北市,板橋區,220,新北市板橋區大觀路二段59巷31號,(02)22755313,http://www.jshps.ntpc.edu.tw,,,295188.966,2766107.395
